full_name	name	state	country	latitude	longitude	timezone
Shorewood, Illinois, United States	Shorewood	Illinois	United States	41.52003	-88.20173	America/Chicago
Wadi 'Utbah, Murzuq District, Libya	Wadi 'Utbah	Murzuq District	Libya	26.09502	13.55744	Africa/Tripoli
Baia Sprie, Maramures, Romania	Baia Sprie	Maramures	Romania	47.66189	23.69215	Europe/Bucharest
Ferndale, Maryland, United States	Ferndale	Maryland	United States	39.18316	-76.64024	America/New_York
Mount Vernon, Ohio, United States	Mount Vernon	Ohio	United States	40.3934	-82.48572	America/New_York
Lillerod, Capital Region, Denmark	Lillerod	Capital Region	Denmark	55.87496	12.34579	Europe/Copenhagen
Le Vesinet, Ile-de-France, France	Le Vesinet	Ile-de-France	France	48.89281	2.13308	Europe/Paris
Nerang, Queensland, Australia	Nerang	Queensland	Australia	-27.98941	153.33633	Australia/Brisbane
Rochford, England, United Kingdom	Rochford	England	United Kingdom	51.58198	0.70673	Europe/London
High Blantyre, Scotland, United Kingdom	High Blantyre	Scotland	United Kingdom	55.78438	-4.10007	Europe/London
Zhaoxing, Guizhou, China	Zhaoxing	Guizhou	China	25.91083	109.17639	Asia/Shanghai
Piracanjuba, Goias, Brazil	Piracanjuba	Goias	Brazil	-17.30278	-49.01667	America/Sao_Paulo
Plumstead, England, United Kingdom	Plumstead	England	United Kingdom	51.48333	0.08333	Europe/London
Ts'q'alt'ubo, Imereti, Georgia	Ts'q'alt'ubo	Imereti	Georgia	42.32858	42.59808	Asia/Tbilisi
Harsud, Madhya Pradesh, India	Harsud	Madhya Pradesh	India	22.09947	76.73423	Asia/Kolkata
Belonia, Tripura, India	Belonia	Tripura	India	23.25178	91.45407	Asia/Kolkata
Mizdah, Jabal al Gharbi, Libya	Mizdah	Jabal al Gharbi	Libya	31.44934	12.9853	Africa/Tripoli
Korgan, Ordu, Turkey	Korgan	Ordu	Turkey	40.82472	37.34667	Europe/Istanbul
Bousso, Chari-Baguirmi, Chad	Bousso	Chari-Baguirmi	Chad	10.48473	16.71076	Africa/Ndjamena
Santo Antonio do Amparo, Minas Gerais, Brazil	Santo Antonio do Amparo	Minas Gerais	Brazil	-20.94639	-44.91889	America/Sao_Paulo
Westchester, Illinois, United States	Westchester	Illinois	United States	41.85059	-87.882	America/Chicago
Bluffton, South Carolina, United States	Bluffton	South Carolina	United States	32.23715	-80.86039	America/New_York
Beri Khas, Haryana, India	Beri Khas	Haryana	India	28.70146	76.57708	Asia/Kolkata
Chelak, Samarqand Region, Uzbekistan	Chelak	Samarqand Region	Uzbekistan	39.92002	66.86228	Asia/Samarkand
Hermsdorf, Berlin, Germany	Hermsdorf	Berlin	Germany	52.61421	13.30587	Europe/Berlin
Boguszow-Gorce, Lower Silesia, Poland	Boguszow-Gorce	Lower Silesia	Poland	50.75514	16.20494	Europe/Warsaw
Sallanches, Auvergne-Rhone-Alpes, France	Sallanches	Auvergne-Rhone-Alpes	France	45.94423	6.63162	Europe/Paris
Moussadou, Nzerekore Region, Guinea	Moussadou	Nzerekore Region	Guinea	8.76667	-8.61667	Africa/Conakry
Koath, Bihar, India	Koath	Bihar	India	25.32643	84.25983	Asia/Kolkata
Laoang, Eastern Visayas, Philippines	Laoang	Eastern Visayas	Philippines	12.5698	125.0141	Asia/Manila
Tifton, Georgia, United States	Tifton	Georgia	United States	31.45046	-83.5085	America/New_York
Scarborough Village, Ontario, Canada	Scarborough Village	Ontario	Canada	43.73899	-79.22124	America/Toronto
Cobham, England, United Kingdom	Cobham	England	United Kingdom	51.32997	-0.4113	Europe/London
Bytow, Pomerania, Poland	Bytow	Pomerania	Poland	54.17057	17.49187	Europe/Warsaw
Auburn, Massachusetts, United States	Auburn	Massachusetts	United States	42.19454	-71.83563	America/New_York
Linhe, Ningxia, China	Linhe	Ningxia	China	38.3214	106.368	Asia/Shanghai
Deshnoke, Rajasthan, India	Deshnoke	Rajasthan	India	27.79836	73.34297	Asia/Kolkata
Gryfice, West Pomerania, Poland	Gryfice	West Pomerania	Poland	53.9165	15.20027	Europe/Warsaw
Cham, Zug, Switzerland	Cham	Zug	Switzerland	47.18213	8.46358	Europe/Zurich
Przasnysz, Mazovia, Poland	Przasnysz	Mazovia	Poland	53.01907	20.88029	Europe/Warsaw
Granville, New South Wales, Australia	Granville	New South Wales	Australia	-33.8406	151.00748	Australia/Sydney
Marienberg, Saxony, Germany	Marienberg	Saxony	Germany	50.65051	13.16122	Europe/Berlin
Neustadt bei Coburg, Bavaria, Germany	Neustadt bei Coburg	Bavaria	Germany	50.32975	11.12058	Europe/Berlin
Mungaa, Singida, Tanzania	Mungaa	Singida	Tanzania	-4.96667	34.88333	Africa/Dar_es_Salaam
Nipomo, California, United States	Nipomo	California	United States	35.04275	-120.476	America/Los_Angeles
Media Luna, Granma Province, Cuba	Media Luna	Granma Province	Cuba	20.14298	-77.43532	America/Havana
Laurel, Virginia, United States	Laurel	Virginia	United States	37.64292	-77.50887	America/New_York
Kanke, Jharkhand, India	Kanke	Jharkhand	India	23.43478	85.32059	Asia/Kolkata
Abreus, Cienfuegos Province, Cuba	Abreus	Cienfuegos Province	Cuba	22.27797	-80.56931	America/Havana
Korrewegwijk, Groningen, The Netherlands	Korrewegwijk	Groningen	The Netherlands	53.23235	6.56804	Europe/Amsterdam
Cabeceiras de Basto, Braga, Portugal	Cabeceiras de Basto	Braga	Portugal	41.51431	-7.98942	Europe/Lisbon
Qasr Khiyar, Tripoli, Libya	Qasr Khiyar	Tripoli	Libya	32.69677	13.84634	Africa/Tripoli
Melegnano, Lombardy, Italy	Melegnano	Lombardy	Italy	45.35781	9.3236	Europe/Rome
Montivilliers, Normandy, France	Montivilliers	Normandy	France	49.54518	0.18769	Europe/Paris
Lakinsk, Vladimir Oblast, Russia	Lakinsk	Vladimir Oblast	Russia	56.01931	39.948480000000004	Europe/Moscow
Saint Pierre, Moka, Mauritius	Saint Pierre	Moka	Mauritius	-20.2215	57.53431	Indian/Mauritius
Nowogard, West Pomerania, Poland	Nowogard	West Pomerania	Poland	53.67437	15.1163	Europe/Warsaw
San Felipe, Baja California, Mexico	San Felipe	Baja California	Mexico	31.02468	-114.83919	America/Tijuana
Taylor, Texas, United States	Taylor	Texas	United States	30.57076	-97.40944	America/Chicago
Bracken Ridge, Queensland, Australia	Bracken Ridge	Queensland	Australia	-27.3171	153.03097	Australia/Brisbane
Ozumba de Alzate, Mexico	Ozumba de Alzate	Mexico	Mexico	19.03689	-98.79516	America/Mexico_City
Pacho, Cundinamarca, Colombia	Pacho	Cundinamarca	Colombia	5.13278	-74.15977	America/Bogota
North Decatur, Georgia, United States	North Decatur	Georgia	United States	33.79038	-84.30603	America/New_York
Vobkent Shahri, Bukhara, Uzbekistan	Vobkent Shahri	Bukhara	Uzbekistan	40.00033	64.50213	Asia/Samarkand
Vilshofen, Bavaria, Germany	Vilshofen	Bavaria	Germany	48.62695	13.19222	Europe/Berlin
Tobetsu, Hokkaido, Japan	Tobetsu	Hokkaido	Japan	43.21694	141.51694	Asia/Tokyo
Brixham, England, United Kingdom	Brixham	England	United Kingdom	50.39431	-3.51585	Europe/London
Morganton, North Carolina, United States	Morganton	North Carolina	United States	35.74541	-81.68482	America/New_York
Kam Ying, Sha Tin, Hong Kong	Kam Ying	Sha Tin	Hong Kong	22.42285	114.23664	Asia/Hong_Kong
Santa Rosa Treinta, Morelos, Mexico	Santa Rosa Treinta	Morelos	Mexico	18.70025	-99.18357	America/Mexico_City
Arcore, Lombardy, Italy	Arcore	Lombardy	Italy	45.62675	9.32454	Europe/Rome
Danville, Kentucky, United States	Danville	Kentucky	United States	37.64563	-84.77217	America/New_York
Frohnau, Berlin, Germany	Frohnau	Berlin	Germany	52.63336	13.29024	Europe/Berlin
Hirekerur, Karnataka, India	Hirekerur	Karnataka	India	14.45506	75.3952	Asia/Kolkata
Az Zuwaydah, Gaza Strip, Palestinian Territory	Az Zuwaydah	Gaza Strip	Palestinian Territory	31.43954	34.38053	Asia/Gaza
Buckingham, Quebec, Canada	Buckingham	Quebec	Canada	45.58563	-75.4208	America/Toronto
Deoli, Maharashtra, India	Deoli	Maharashtra	India	20.6492	78.48023	Asia/Kolkata
Merelbeke, Flanders, Belgium	Merelbeke	Flanders	Belgium	50.99447	3.74621	Europe/Brussels
Itapecerica, Minas Gerais, Brazil	Itapecerica	Minas Gerais	Brazil	-20.4725	-45.12556	America/Sao_Paulo
Touagui, Bas-Sassandra District, Ivory Coast	Touagui	Bas-Sassandra District	Ivory Coast	5.43102	-6.55946	Africa/Abidjan
Domont, Ile-de-France, France	Domont	Ile-de-France	France	49.02782	2.32638	Europe/Paris
Los Reyes de Juarez, Puebla, Mexico	Los Reyes de Juarez	Puebla	Mexico	18.94918	-97.80379	America/Mexico_City
Mount Druitt, New South Wales, Australia	Mount Druitt	New South Wales	Australia	-33.76667	150.81667	Australia/Sydney
Bobingen, Bavaria, Germany	Bobingen	Bavaria	Germany	48.27091	10.8339	Europe/Berlin
Puerto Lopez, Meta Department, Colombia	Puerto Lopez	Meta Department	Colombia	4.09912	-72.95647	America/Bogota
Nambingue, Savanes District, Ivory Coast	Nambingue	Savanes District	Ivory Coast	10.05	-5.33778	Africa/Abidjan
Orta Nova, Apulia, Italy	Orta Nova	Apulia	Italy	41.32879	15.70994	Europe/Rome
Poronaysk, Sakhalin Oblast, Russia	Poronaysk	Sakhalin Oblast	Russia	49.22188	143.09694	Asia/Sakhalin
Phaphund, Uttar Pradesh, India	Phaphund	Uttar Pradesh	India	26.59888	79.46437	Asia/Kolkata
Shpola, Cherkasy, Ukraine	Shpola	Cherkasy	Ukraine	49.01291	31.3926	Europe/Kyiv
Itapissuma, Pernambuco, Brazil	Itapissuma	Pernambuco	Brazil	-7.77639	-34.89222	America/Recife
Mulanje, Southern Region, Malawi	Mulanje	Southern Region	Malawi	-16.03163	35.5	Africa/Blantyre
Nabunturan, Davao Region, Philippines	Nabunturan	Davao Region	Philippines	7.60778	125.96639	Asia/Manila
Babrala, Uttar Pradesh, India	Babrala	Uttar Pradesh	India	28.26419	78.4056	Asia/Kolkata
Denville, New Jersey, United States	Denville	New Jersey	United States	40.89232	-74.47738	America/New_York
Barrington, Rhode Island, United States	Barrington	Rhode Island	United States	41.74066	-71.30866	America/New_York
Ilanskiy, Krasnoyarsk Krai, Russia	Ilanskiy	Krasnoyarsk Krai	Russia	56.2325	96.0652	Asia/Krasnoyarsk
Ushibukamachi, Kumamoto, Japan	Ushibukamachi	Kumamoto	Japan	32.20142	130.02171	Asia/Tokyo
Diourouzon, Montagnes, Ivory Coast	Diourouzon	Montagnes	Ivory Coast	6.88922	-7.51952	Africa/Abidjan
Athagarh, Odisha, India	Athagarh	Odisha	India	20.51999	85.62965	Asia/Kolkata
Washington, Illinois, United States	Washington	Illinois	United States	40.70365	-89.40731	America/Chicago
Kumla, OErebro, Sweden	Kumla	OErebro	Sweden	59.1277	15.14341	Europe/Stockholm
Amaraji, Pernambuco, Brazil	Amaraji	Pernambuco	Brazil	-8.38306	-35.4525	America/Recife
Losheim, Saarland, Germany	Losheim	Saarland	Germany	49.5099	6.74549	Europe/Berlin
Phoenixville, Pennsylvania, United States	Phoenixville	Pennsylvania	United States	40.13038	-75.51491	America/New_York
Carandai, Minas Gerais, Brazil	Carandai	Minas Gerais	Brazil	-20.95361	-43.80639	America/Sao_Paulo
Mercedes, Texas, United States	Mercedes	Texas	United States	26.1498	-97.91361	America/Chicago
Ceska Trebova, Pardubicky, Czechia	Ceska Trebova	Pardubicky	Czechia	49.90436	16.44413	Europe/Prague
Center Point, Alabama, United States	Center Point	Alabama	United States	33.64566	-86.6836	America/Chicago
San Lorenzo, Narino, Colombia	San Lorenzo	Narino	Colombia	1.50294	-77.21537	America/Bogota
Camoapa, Boaco Department, Nicaragua	Camoapa	Boaco Department	Nicaragua	12.38383	-85.51277	America/Managua
Malihabad, Uttar Pradesh, India	Malihabad	Uttar Pradesh	India	26.92223	80.71078	Asia/Kolkata
Peruwelz, Wallonia, Belgium	Peruwelz	Wallonia	Belgium	50.50819	3.59373	Europe/Brussels
Llaillay, Valparaiso, Chile	Llaillay	Valparaiso	Chile	-32.84043	-70.95623	America/Santiago
Scordia, Sicily, Italy	Scordia	Sicily	Italy	37.29548	14.84058	Europe/Rome
Lemay, Missouri, United States	Lemay	Missouri	United States	38.53339	-90.27928	America/Chicago
Jeremoabo, Bahia, Brazil	Jeremoabo	Bahia	Brazil	-10.075	-38.48083	America/Bahia
Jhusi, Uttar Pradesh, India	Jhusi	Uttar Pradesh	India	25.43745	81.9055	Asia/Kolkata
Gennep, Limburg, The Netherlands	Gennep	Limburg	The Netherlands	51.69833	5.97361	Europe/Amsterdam
UErguep, Nevsehir Province, Turkey	UErguep	Nevsehir Province	Turkey	38.6296	34.91199	Europe/Istanbul
Wassenberg, North Rhine-Westphalia, Germany	Wassenberg	North Rhine-Westphalia	Germany	51.10009	6.15484	Europe/Berlin
Natiaboani, Est, Burkina Faso	Natiaboani	Est	Burkina Faso	11.69917	0.50611	Africa/Ouagadougou
Wolcott, Connecticut, United States	Wolcott	Connecticut	United States	41.60232	-72.98677	America/New_York
Encantado, Rio Grande do Sul, Brazil	Encantado	Rio Grande do Sul	Brazil	-29.23611	-51.86972	America/Sao_Paulo
Suchiapa, Chiapas, Mexico	Suchiapa	Chiapas	Mexico	16.62555	-93.10074	America/Mexico_City
Reitz, Orange Free State, South Africa	Reitz	Orange Free State	South Africa	-27.80138	28.42726	Africa/Johannesburg
Vicosa do Ceara, Ceara, Brazil	Vicosa do Ceara	Ceara	Brazil	-3.56222	-41.09222	America/Fortaleza
Blanquefort, Nouvelle-Aquitaine, France	Blanquefort	Nouvelle-Aquitaine	France	44.91065	-0.63758	Europe/Paris
Tagta, Dasoguz, Turkmenistan	Tagta	Dasoguz	Turkmenistan	41.65041	59.9164	Asia/Ashgabat
Norcross, Georgia, United States	Norcross	Georgia	United States	33.94121	-84.21353	America/New_York
Rio Ceballos, Cordoba, Argentina	Rio Ceballos	Cordoba	Argentina	-31.1697	-64.3175	America/Argentina/Cordoba
Troutdale, Oregon, United States	Troutdale	Oregon	United States	45.53929	-122.38731	America/Los_Angeles
Maardu, Harjumaa, Estonia	Maardu	Harjumaa	Estonia	59.46529	24.98215	Europe/Tallinn
Gubin, Lubusz, Poland	Gubin	Lubusz	Poland	51.94956	14.72837	Europe/Warsaw
Oak Grove, Oregon, United States	Oak Grove	Oregon	United States	45.41679	-122.64009	America/Los_Angeles
San Tin, Sha Tin, Hong Kong	San Tin	Sha Tin	Hong Kong	22.37193	114.18385	Asia/Hong_Kong
Sun Tin Wai, Sha Tin, Hong Kong	Sun Tin Wai	Sha Tin	Hong Kong	22.37058	114.18696	Asia/Hong_Kong
Anahuac, Nuevo Leon, Mexico	Anahuac	Nuevo Leon	Mexico	27.24457	-100.13229	America/Matamoros
North Valley Stream, New York, United States	North Valley Stream	New York	United States	40.6851	-73.7018	America/New_York
Sacile, Friuli Venezia Giulia, Italy	Sacile	Friuli Venezia Giulia	Italy	45.95412	12.50274	Europe/Rome
Whickham, England, United Kingdom	Whickham	England	United Kingdom	54.94561	-1.67635	Europe/London
Colle di Val d'Elsa, Tuscany, Italy	Colle di Val d'Elsa	Tuscany	Italy	43.42107	11.12739	Europe/Rome
Yajalon, Chiapas, Mexico	Yajalon	Chiapas	Mexico	17.17276	-92.33315	America/Mexico_City
Gadouan, Sassandra-Marahoue, Ivory Coast	Gadouan	Sassandra-Marahoue	Ivory Coast	6.65623	-6.16609	Africa/Abidjan
Mittweida, Saxony, Germany	Mittweida	Saxony	Germany	50.98622	12.97537	Europe/Berlin
Bode Saadu, Kwara State, Nigeria	Bode Saadu	Kwara State	Nigeria	8.939	4.78227	Africa/Lagos
Roxas, Cagayan Valley, Philippines	Roxas	Cagayan Valley	Philippines	17.11894	121.62014	Asia/Manila
Amadeo, Calabarzon, Philippines	Amadeo	Calabarzon	Philippines	14.17056	120.92361	Asia/Manila
Balezino, Udmurtiya Republic, Russia	Balezino	Udmurtiya Republic	Russia	57.9787	53.0138	Europe/Samara
Monte Santo de Minas, Minas Gerais, Brazil	Monte Santo de Minas	Minas Gerais	Brazil	-21.18972	-46.98028	America/Sao_Paulo
Easton, Maryland, United States	Easton	Maryland	United States	38.77428	-76.07633	America/New_York
Thap Than, Uthai Thani, Thailand	Thap Than	Uthai Thani	Thailand	15.46063	99.89166	Asia/Bangkok
Kranzadougou, Montagnes, Ivory Coast	Kranzadougou	Montagnes	Ivory Coast	6.48496	-7.20101	Africa/Abidjan
Rio Verde de Mato Grosso, Mato Grosso do Sul, Brazil	Rio Verde de Mato Grosso	Mato Grosso do Sul	Brazil	-18.91806	-54.84417	America/Campo_Grande
Rijau, Niger State, Nigeria	Rijau	Niger State	Nigeria	11.10389	5.25556	Africa/Lagos
Easthampton, Massachusetts, United States	Easthampton	Massachusetts	United States	42.26676	-72.66898	America/New_York
Osimo, The Marches, Italy	Osimo	The Marches	Italy	43.48539	13.48222	Europe/Rome
Ifanadiana, Vatovavy Region, Madagascar	Ifanadiana	Vatovavy Region	Madagascar	-21.3	47.63333	Indian/Antananarivo
Bothell West, Washington, United States	Bothell West	Washington	United States	47.80527	-122.24064	America/Los_Angeles
Al Battaliyah, Eastern Province, Saudi Arabia	Al Battaliyah	Eastern Province	Saudi Arabia	25.43333	49.63333	Asia/Riyadh
Pacific Pines, Queensland, Australia	Pacific Pines	Queensland	Australia	-27.93994	153.31436	Australia/Brisbane
Changlong, Chongqing, China	Changlong	Chongqing	China	30.30618	107.41296	Asia/Shanghai
Gummidipundi, Tamil Nadu, India	Gummidipundi	Tamil Nadu	India	13.40765	80.10879	Asia/Kolkata
Swift Current, Saskatchewan, Canada	Swift Current	Saskatchewan	Canada	50.28337	-107.80135	America/Swift_Current
Shirhatti, Karnataka, India	Shirhatti	Karnataka	India	15.23352	75.57996	Asia/Kolkata
Venezuela, Ciego de Avila Province, Cuba	Venezuela	Ciego de Avila Province	Cuba	21.73748	-78.79336	America/Havana
Nauen, Brandenburg, Germany	Nauen	Brandenburg	Germany	52.60701	12.87374	Europe/Berlin
Yanqul, Ad Dhahirah, Oman	Yanqul	Ad Dhahirah	Oman	23.58645	56.53969	Asia/Muscat
Alpignano, Piedmont, Italy	Alpignano	Piedmont	Italy	45.09346	7.52392	Europe/Rome
Kashin, Tver Oblast, Russia	Kashin	Tver Oblast	Russia	57.35918	37.60806	Europe/Moscow
Tahlequah, Oklahoma, United States	Tahlequah	Oklahoma	United States	35.91537	-94.96996	America/Chicago
Yujing, Taiwan	Yujing	Taiwan	Taiwan	23.12493	120.46138	Asia/Taipei
Sudak, Crimea, Ukraine	Sudak	Crimea	Ukraine	44.84924	34.97471	Europe/Simferopol
Hazel Park, Michigan, United States	Hazel Park	Michigan	United States	42.46254	-83.10409	America/Detroit
Cardedeu, Catalonia, Spain	Cardedeu	Catalonia	Spain	41.63976	2.35739	Europe/Madrid
Ario de Rosales, Michoacan, Mexico	Ario de Rosales	Michoacan	Mexico	19.209	-101.70743	America/Mexico_City
Smaliavicy, Minsk, Belarus	Smaliavicy	Minsk	Belarus	54.0249	28.0894	Europe/Minsk
San Juan Bautista, Misiones Department, Paraguay	San Juan Bautista	Misiones Department	Paraguay	-26.66944	-57.14583	America/Asuncion
Muhe, Gansu, China	Muhe	Gansu	China	35.02337	106.13488	Asia/Shanghai
Sigmaringen, Baden-Wurttemberg, Germany	Sigmaringen	Baden-Wurttemberg	Germany	48.08829	9.23033	Europe/Berlin
Magsaysay, Davao Region, Philippines	Magsaysay	Davao Region	Philippines	6.76667	125.18333	Asia/Manila
Douglas, Arizona, United States	Douglas	Arizona	United States	31.34455	-109.54534	America/Phoenix
Opelousas, Louisiana, United States	Opelousas	Louisiana	United States	30.53353	-92.08151	America/Chicago
Douarnenez, Brittany, France	Douarnenez	Brittany	France	48.09542	-4.32904	Europe/Paris
Dabas, Pest County, Hungary	Dabas	Pest County	Hungary	47.18594	19.31091	Europe/Budapest
Rypin, Kujawsko-Pomorskie, Poland	Rypin	Kujawsko-Pomorskie	Poland	53.06603	19.40941	Europe/Warsaw
Bang Ban, Phra Nakhon Si Ayutthaya, Thailand	Bang Ban	Phra Nakhon Si Ayutthaya	Thailand	14.37395	100.48528	Asia/Bangkok
Elmali, Antalya, Turkey	Elmali	Antalya	Turkey	36.73583	29.91775	Europe/Istanbul
Huai Yot, Trang, Thailand	Huai Yot	Trang	Thailand	7.78937	99.63469	Asia/Bangkok
Le Camas, Provence-Alpes-Cote d'Azur, France	Le Camas	Provence-Alpes-Cote d'Azur	France	43.29469	5.39415	Europe/Paris
Alton, England, United Kingdom	Alton	England	United Kingdom	51.14931	-0.97469	Europe/London
Grafton, Massachusetts, United States	Grafton	Massachusetts	United States	42.20704	-71.68562	America/New_York
Sandalfoot Cove, Florida, United States	Sandalfoot Cove	Florida	United States	26.33863	-80.1869	America/New_York
Edmundston, New Brunswick, Canada	Edmundston	New Brunswick	Canada	47.3737	-68.32512	America/Moncton
Bergschenhoek, South Holland, The Netherlands	Bergschenhoek	South Holland	The Netherlands	51.99	4.49861	Europe/Amsterdam
Brenham, Texas, United States	Brenham	Texas	United States	30.16688	-96.39774	America/Chicago
Teonthar, Madhya Pradesh, India	Teonthar	Madhya Pradesh	India	24.98207	81.64194	Asia/Kolkata
Babenhausen, Hesse, Germany	Babenhausen	Hesse	Germany	49.96519	8.95129	Europe/Berlin
Tessenderlo, Flanders, Belgium	Tessenderlo	Flanders	Belgium	51.06513	5.08856	Europe/Brussels
Porto Empedocle, Sicily, Italy	Porto Empedocle	Sicily	Italy	37.28942	13.52494	Europe/Rome
Grossenhain, Saxony, Germany	Grossenhain	Saxony	Germany	51.28951	13.5335	Europe/Berlin
Bellinzona, Ticino, Switzerland	Bellinzona	Ticino	Switzerland	46.19278	9.01703	Europe/Zurich
Pelileo, Tungurahua Province, Ecuador	Pelileo	Tungurahua Province	Ecuador	-1.3299	-78.54341	America/Guayaquil
Cacahoatan, Chiapas, Mexico	Cacahoatan	Chiapas	Mexico	14.99201	-92.16376	America/Mexico_City
Popovo, Targovishte, Bulgaria	Popovo	Targovishte	Bulgaria	43.35	26.23333	Europe/Sofia
Roseau, Saint George Parish, Dominica	Roseau	Saint George Parish	Dominica	15.30174	-61.38808	America/Dominica
Suzzara, Lombardy, Italy	Suzzara	Lombardy	Italy	44.99242	10.74407	Europe/Rome
San Felice A Cancello, Campania, Italy	San Felice A Cancello	Campania	Italy	41.01702	14.48736	Europe/Rome
Severo-Zadonsk, Tula Oblast, Russia	Severo-Zadonsk	Tula Oblast	Russia	54.03481	38.40172	Europe/Moscow
Mocajuba, Para, Brazil	Mocajuba	Para	Brazil	-2.58417	-49.50722	America/Belem
Hille, North Rhine-Westphalia, Germany	Hille	North Rhine-Westphalia	Germany	52.33333	8.75	Europe/Berlin
Tanauan, Eastern Visayas, Philippines	Tanauan	Eastern Visayas	Philippines	11.10944	125.01556	Asia/Manila
Opa-locka, Florida, United States	Opa-locka	Florida	United States	25.90232	-80.25033	America/New_York
Beaver Dam, Wisconsin, United States	Beaver Dam	Wisconsin	United States	43.45777	-88.83733	America/Chicago
Coalinga, California, United States	Coalinga	California	United States	36.13968	-120.36015	America/Los_Angeles
Agios Athanasios, Central Macedonia, Greece	Agios Athanasios	Central Macedonia	Greece	40.71598	22.72841	Europe/Athens
Stockelsdorf, Schleswig-Holstein, Germany	Stockelsdorf	Schleswig-Holstein	Germany	53.8922	10.64713	Europe/Berlin
Nochistlan de Mejia, Zacatecas, Mexico	Nochistlan de Mejia	Zacatecas	Mexico	21.36435	-102.8459	America/Mexico_City
Seymour, Connecticut, United States	Seymour	Connecticut	United States	41.39676	-73.07594	America/New_York
Bokajan, Assam, India	Bokajan	Assam	India	26.02131	93.77945	Asia/Kolkata
Kiminini, Trans Nzoia, Kenya	Kiminini	Trans Nzoia	Kenya	0.89284	34.92468	Africa/Nairobi
Noamundi, Jharkhand, India	Noamundi	Jharkhand	India	22.16094	85.50416	Asia/Kolkata
Kysucke Nove Mesto, Zilina Region, Slovakia	Kysucke Nove Mesto	Zilina Region	Slovakia	49.3	18.78333	Europe/Bratislava
Salumbar, Rajasthan, India	Salumbar	Rajasthan	India	24.13524	74.04442	Asia/Kolkata
Kumagunnam, Yobe State, Nigeria	Kumagunnam	Yobe State	Nigeria	13.15498	10.63468	Africa/Lagos
Trinity-Bellwoods, Ontario, Canada	Trinity-Bellwoods	Ontario	Canada	43.64791	-79.40849	America/Toronto
Banki, Odisha, India	Banki	Odisha	India	20.37912	85.52953	Asia/Kolkata
Palera, Madhya Pradesh, India	Palera	Madhya Pradesh	India	25.02013	79.22818	Asia/Kolkata
Savanna-la-Mar, Westmoreland, Jamaica	Savanna-la-Mar	Westmoreland	Jamaica	18.21895	-78.1332	America/Jamaica
Biggleswade, England, United Kingdom	Biggleswade	England	United Kingdom	52.08652	-0.26493	Europe/London
Medvezh'yegorsk, Karelia, Russia	Medvezh'yegorsk	Karelia	Russia	62.91447	34.45856	Europe/Moscow
Laja, Biobio, Chile	Laja	Biobio	Chile	-37.28415	-72.71105	America/Santiago
Xigaoshan, Gansu, China	Xigaoshan	Gansu	China	33.73475	105.38817	Asia/Shanghai
Malahide, Leinster, Ireland	Malahide	Leinster	Ireland	53.45083	-6.15444	Europe/Dublin
Bad Sackingen, Baden-Wurttemberg, Germany	Bad Sackingen	Baden-Wurttemberg	Germany	47.55371	7.94612	Europe/Berlin
Guane, Pinar del Rio, Cuba	Guane	Pinar del Rio	Cuba	22.20179	-84.08484	America/Havana
'Ain el Berd, Sidi Bel Abbes, Algeria	'Ain el Berd	Sidi Bel Abbes	Algeria	35.36395	-0.51279	Africa/Algiers
Konstancin-Jeziorna, Mazovia, Poland	Konstancin-Jeziorna	Mazovia	Poland	52.0938	21.11761	Europe/Warsaw
Bareggio, Lombardy, Italy	Bareggio	Lombardy	Italy	45.47927	8.99789	Europe/Rome
Belem, Lisbon, Portugal	Belem	Lisbon	Portugal	38.69875	-9.19289	Europe/Lisbon
As Sallum, Matruh, Egypt	As Sallum	Matruh	Egypt	31.55371	25.15793	Africa/Cairo
Osny, Ile-de-France, France	Osny	Ile-de-France	France	49.0701	2.06277	Europe/Paris
Herve, Wallonia, Belgium	Herve	Wallonia	Belgium	50.64083	5.79353	Europe/Brussels
Tapiramuta, Bahia, Brazil	Tapiramuta	Bahia	Brazil	-11.84722	-40.79139	America/Bahia
Filingue, Tillaberi Region, Niger	Filingue	Tillaberi Region	Niger	14.3521	3.3168	Africa/Niamey
Hohenstein-Ernstthal, Saxony, Germany	Hohenstein-Ernstthal	Saxony	Germany	50.80064	12.71287	Europe/Berlin
Bovisio-Masciago, Lombardy, Italy	Bovisio-Masciago	Lombardy	Italy	45.61019	9.15301	Europe/Rome
Pelhrimov, Vysocina, Czechia	Pelhrimov	Vysocina	Czechia	49.43134	15.22336	Europe/Prague
Lidzbark Warminski, Warmia-Masuria, Poland	Lidzbark Warminski	Warmia-Masuria	Poland	54.12588	20.57954	Europe/Warsaw
Tarrega, Catalonia, Spain	Tarrega	Catalonia	Spain	41.64704	1.13957	Europe/Madrid
Resen, North Macedonia	Resen	Resen	North Macedonia	41.08934	21.01092	Europe/Skopje
Cabayangan, Davao Region, Philippines	Cabayangan	Davao Region	Philippines	7.40722	125.73306	Asia/Manila
Roseto degli Abruzzi, Abruzzo, Italy	Roseto degli Abruzzi	Abruzzo	Italy	42.67164	14.01481	Europe/Rome
Madarounfa, Maradi Region, Niger	Madarounfa	Maradi Region	Niger	13.30867	7.15602	Africa/Niamey
Jenison, Michigan, United States	Jenison	Michigan	United States	42.90725	-85.79198	America/Detroit
Cohoes, New York, United States	Cohoes	New York	United States	42.77424	-73.70012	America/New_York
